object_id,object_type,name,path,domain_key,dependent_count,exposure_count,has_domain_mapping
OBJ0118,model,stg_referrals,models/input_layer/stg_referrals.sql,platform.pipelines,0,0,true
OBJ0119,model,stg_legacy_extract_1,models/input_layer/stg_legacy_extract_1.sql,,1,0,false
OBJ0120,model,stg_legacy_extract_2,models/input_layer/stg_legacy_extract_2.sql,,2,0,false
OBJ0121,model,stg_legacy_extract_3,models/input_layer/stg_legacy_extract_3.sql,,1,0,false
OBJ0122,model,stg_legacy_extract_4,models/input_layer/stg_legacy_extract_4.sql,,0,0,false
OBJ0123,model,stg_legacy_extract_5,models/input_layer/stg_legacy_extract_5.sql,,4,0,false
OBJ0124,model,stg_legacy_extract_6,models/input_layer/stg_legacy_extract_6.sql,,2,0,false
OBJ0125,model,stg_legacy_extract_7,models/input_layer/stg_legacy_extract_7.sql,,0,0,false
OBJ0126,metric,net_patient_revenue,models/marts/core/_core_schema.yml,finance.revenue,18,2,true
OBJ0127,metric,gross_charges,models/marts/core/_core_schema.yml,finance.revenue,18,3,true
OBJ0128,metric,contractual_allowance,models/marts/core/_core_schema.yml,finance.revenue,6,11,true
OBJ0129,metric,days_in_ar,models/marts/core/_core_schema.yml,finance.revenue,12,8,true
OBJ0130,metric,denial_rate,models/marts/core/_core_schema.yml,finance.revenue,31,3,true
OBJ0131,metric,first_pass_yield,models/marts/core/_core_schema.yml,finance.revenue,3,2,true
OBJ0132,metric,clean_claim_rate,models/marts/core/_core_schema.yml,finance.revenue,25,11,true
OBJ0133,metric,cost_to_collect,models/marts/core/_core_schema.yml,finance.revenue,12,11,true
OBJ0134,metric,readmission_rate_30d,models/marts/core/_core_schema.yml,clinical.quality,18,8,true
OBJ0135,metric,ed_left_without_being_seen,models/marts/core/_core_schema.yml,clinical.quality,31,8,true
OBJ0136,metric,avg_length_of_stay,models/marts/core/_core_schema.yml,clinical.quality,12,8,true
OBJ0137,metric,bed_occupancy_rate,models/marts/core/_core_schema.yml,clinical.quality,4,11,true
OBJ0138,metric,hedis_bcs_compliance,models/marts/core/_core_schema.yml,clinical.quality,31,5,true
OBJ0139,metric,hedis_cbp_compliance,models/marts/core/_core_schema.yml,clinical.quality,31,5,true
OBJ0140,metric,cms_sep1_compliance,models/marts/core/_core_schema.yml,clinical.quality,3,3,true
OBJ0141,metric,hcahps_top_box,models/marts/core/_core_schema.yml,clinical.quality,3,11,true
OBJ0142,metric,new_patient_starts,models/marts/core/_core_schema.yml,growth.acquisition,4,2,true
OBJ0143,metric,referral_conversion,models/marts/core/_core_schema.yml,growth.acquisition,4,11,true
OBJ0144,metric,charge_lag_days,models/marts/core/_core_schema.yml,rcm.coding,2,2,true
OBJ0145,metric,coding_accuracy_rate,models/marts/core/_core_schema.yml,rcm.coding,31,3,true
OBJ0146,metric,write_off_pct,models/marts/core/_core_schema.yml,rcm.coding,4,5,true
OBJ0147,metric,payer_mix_commercial,models/marts/core/_core_schema.yml,rcm.coding,31,1,true
OBJ0148,metric,encounters_per_provider_day,models/marts/core/_core_schema.yml,rcm.coding,31,8,true
OBJ0149,metric,observation_conversion_rate,models/marts/core/_core_schema.yml,rcm.coding,31,5,true
OBJ0150,source,epic_clarity,models/input_layer/_input_layer_sources.yml,platform.pipelines,12,2,true
OBJ0151,source,epic_caboodle,models/input_layer/_input_layer_sources.yml,platform.pipelines,16,4,true
OBJ0152,source,waystar_claims,models/input_layer/_input_layer_sources.yml,platform.pipelines,9,1,true
OBJ0153,source,availity_remits,models/input_layer/_input_layer_sources.yml,platform.pipelines,3,0,true
OBJ0154,source,press_ganey,models/input_layer/_input_layer_sources.yml,platform.pipelines,12,0,true
OBJ0155,source,kronos_staffing,models/input_layer/_input_layer_sources.yml,platform.pipelines,3,1,true
OBJ0156,source,lawson_gl,models/input_layer/_input_layer_sources.yml,platform.pipelines,21,1,true
OBJ0157,source,salesforce_referrals,models/input_layer/_input_layer_sources.yml,platform.pipelines,3,0,true
OBJ0158,source,twilio_outreach,models/input_layer/_input_layer_sources.yml,platform.pipelines,9,4,true
OBJ0159,source,redox_hl7,models/input_layer/_input_layer_sources.yml,platform.pipelines,3,2,true
OBJ0160,source,labcorp_results,models/input_layer/_input_layer_sources.yml,platform.pipelines,21,4,true
OBJ0161,source,quest_results,models/input_layer/_input_layer_sources.yml,platform.pipelines,12,2,true
OBJ0162,source,surescripts_rx,models/input_layer/_input_layer_sources.yml,platform.pipelines,9,2,true
OBJ0163,source,cms_qpp_feedback,models/input_layer/_input_layer_sources.yml,platform.pipelines,16,1,true
